,0,1,2
7450,Massis Kabob,34.1571414,-118.4373027
7451,Great Khans Mongolian,34.1571414,-118.4373027
7452,Charleys Philly Steaks,34.1571414,-118.4373027
7453,Burger King,34.1571414,-118.4373027
7454,Sarku Japan,34.1571414,-118.4373027
7455,Salata,34.1567946,-118.437451
7456,Bloomingdale's,34.1571124,-118.4393248
7457,Sbarro,34.1571414,-118.4373027
7458,Hot Motha Clucker,34.1548504,-118.4319635
7459,85C Bakery Cafe - Sherman Oaks,34.1567026,-118.4369832
7460,WOW Bento & Roll,34.1571414,-118.4373027
7461,Ben & Jerry's,34.1571414,-118.4373027
7462,Nekter Juice Bar,34.1566574,-118.4385119
7463,South Bay Car Care,33.8764879,-118.3471516
7464,A-1 Car Stereo,33.8870055,-118.3520161
7465,Al & Ed's Autosound,33.8764163,-118.3530205
7466,ampm,33.8804111,-118.3521074
7467,Altieri Watches,33.8770851,-118.3521074
7468,Lawndale Jewelry & Loan,33.8806001,-118.352153
7469,"Climate Fresh, Inc.",33.8817221,-118.352153
7470,Vista Paint,33.8819948,-118.3529064
7471,Advance Medical Supply,33.8786186,-118.3520944
7472,Roller Skates of America Inc,33.8786006,-118.3521535
7473,Cricket Wireless Authorized Retailer,33.8838621,-118.3531955
7474,Creative Visions Hair Salon,33.8754011,-118.3503666
7475,Boston Market,33.8755223,-118.3521074
7476,Del Taco,33.8798531,-118.3521759
7477,Brolly Hut,33.876731,-118.3528835
7478,Round Table Pizza,33.87413,-118.3511029
7479,King Mediterrano,33.8741148,-118.3515253
7480,Taco Bell,33.8772405,-118.3529292
7481,El Tiburon Restaurant,33.877805,-118.3520731
7482,Panaderia Channy,33.877805,-118.3520731
7483,Yoshinoya Lawndale,33.8760031,-118.3521074
7484,Spires Restaurant,33.8875817,-118.3529977
7485,LKQ Pick Your Part - Help Yourself,33.7894388,-118.2447438
7486,Seventh Street Garage,33.7905238,-118.2442156
7487,Martinez Engine Cores,33.7902914,-118.2400306
7488,Sunshine Truck Stop,33.7907029,-118.240556
7489,Estereos Vasquez,33.7913211,-118.2448555
7490,Guitar Center,34.1502105,-118.442845
7491,TalkShop,34.149392,-118.44183
7492,Verizon,34.1500447,-118.4412732
7493,Just Tires,34.1495823,-118.4425205
7494,Modaa Inc.,34.1495815,-118.4414668
7495,Shiekh,34.0110086,-118.3364738
7496,Krispy Kreme,34.0113049,-118.334581
7497,Footaction,34.0098913,-118.3369261
7498,T.J. Maxx,34.0110086,-118.3364738
7499,T-Mobile,34.0106873,-118.336083
7500,Southern Girl Desserts,34.0110086,-118.3364738
7501,Sears Optical,34.0097139,-118.3373404
7502,Macy's,34.0118176,-118.3357846
7503,Glamor Us,34.0110086,-118.3364738
7504,The Children's Place,34.0110086,-118.3364738
7505,Harrison-Ross Mortuary,34.0020413,-118.3314239
7506,Public Storage,34.0109822,-118.3223142
7507,Kids Foot Locker,34.0110086,-118.3364738
7508,Bath & Body Works,34.0110086,-118.3364738
7509,Barnett's Crenshaw Carpet Center,34.0016209,-118.3312641
7510,Down Town Buffet,34.0110086,-118.3364738
7511,Sbarro,34.0110086,-118.3364738
7512,Rally's,34.0110086,-118.3364738
7513,Delicious Southern Cuisine,34.0038421,-118.3326063
7514,Adassa’s Island Cafe & Entertainment,34.0058096,-118.3318092
7515,Auntie Anne's,34.0110086,-118.3364738
7516,Chile Verde,34.0105461,-118.3364394
7517,Americana Buffet & Grill,34.0110086,-118.3364738
7518,Cafe Creole Baldwin Hills,34.0107472,-118.3364283
7519,Everytable,34.0105461,-118.3364394
7520,Ackee Bamboo,34.0058096,-118.3318092
7521,Charleys Philly Steaks,34.0110086,-118.3364738
7522,Wings & Stuff,34.0110086,-118.3364738
7523,Pizza Hut,34.0049098,-118.3297311
7524,McDonald's,34.0058725,-118.3338227
7525,Keiko Grill,34.0110086,-118.3364738
7526,IHOP,34.008218,-118.336258
7527,Louisiana Fried Chicken,34.0106594,-118.3348942
7528,El Pollo Loco,34.0034253,-118.3311936
7529,Tell Steel Inc,33.7884062,-118.2223948
7530,Harbor Truck Stop,33.78920069999999,-118.2205991
7531,Country Cousin Liquor & Jr Market,34.3076368,-118.449301
7532,J&J Liquor,34.3072814,-118.4498447
7533,Little Caesars Pizza,34.3081196,-118.4496455
7534,Guidos Pizza & Pasta,34.3070026,-118.4496573
7535,El Vaquero Restaurant,34.3081278,-118.4500565
7536,La Sabrosa Restaurant,34.3076831,-118.4492911
7537,Domino's Pizza,34.3075495,-118.449229
7538,El Tarasco Mexican Restaurant,34.30731950000001,-118.4496954
7539,Tacos Los Toritos,34.30793999999999,-118.449879
7540,Ross Dress for Less,34.00444,-118.282134
7541,Rite Aid,34.0049694,-118.2819424
7542,Acme Display Fixture & Packaging,34.0133672,-118.2779687
7543,Main Building Materials,34.0053401,-118.2781285
7544,New Age Care Center,34.0108466,-118.2795673
7545,Subway,34.0117862,-118.2825354
7546,Tacos Gavilan,34.00400450000001,-118.2781057
7547,McDonald's,34.0106655,-118.2824139
7548,Figueroa Philly Cheese Steak,34.0141979,-118.282422
7549,Tam's Burger,34.0048885,-118.2832211
7550,Flor Blanca,34.0035208,-118.2777174
7551,Jack in the Box,34.0043213,-118.2830158
7552,Tam's Burgers,34.00803399999999,-118.2780828
7553,La Flor Blanca,34.0036284,-118.2788453
7554,Burger King,34.0034141,-118.2823992
7555,Tom's Jr. Burgers,34.0522342,-118.2436849
7556,Fu Shing,34.0080395,-118.2779001
7557,El Paissa,34.0092385,-118.2781448
7558,Golazo,34.011295,-118.277569
7559,El Sazon Ktracho,34.0073354,-118.2829701
7560,Target,33.87707839999999,-118.1662089
7561,AT&T Store,33.8862381,-118.1611276
7562,T-Mobile,33.8780326,-118.1681056
7563,Four Star Meat Co Inc,33.8803001,-118.1664831
7564,Food 4 Less,33.8770369,-118.1676714
7565,La Michoacana Market,33.8813391,-118.160357
7566,Ariza Cheese Co.,33.8851594,-118.1663003
7567,Mariscos El Perihuete,33.8833114,-118.1596728
7568,Fatburger,33.8780448,-118.1683799
7569,Taco Bell,33.8770707,-118.1684256
7570,Subway,33.8860536,-118.160587
7571,Subway,33.8780274,-118.1682885
7572,Mazatlan Restaurant,33.8805055,-118.1597508
7573,Wingstop,33.8780443,-118.1682075
7574,Chinese Gourmet,33.8860536,-118.160587
7575,Lee's Sandwiches,33.8743539,-118.1683799
7576,Soul Food Renaissance,33.8753392,-118.1691797
7577,Zogo's Burgers,33.8813074,-118.1603127
7578,Pizza Hut Express,33.87707839999999,-118.1662089
7579,Thai Kitchen Restaurant,33.8754825,-118.1681971
7580,El Peri Sushi,33.8833218,-118.1593072
7581,Jack in the Box,33.8749815,-118.168357
7582,Waikiki Hawaiian Grill,33.8857987,-118.1596728
7583,Hiccups Tea House,33.8862381,-118.1611276
7584,Ralphs,33.8299441,-118.3110348
7585,South Bay Brewing Supply Co.,33.8357719,-118.3171871
7586,Ron's Body Shop,33.8339766,-118.3140032
7587,Phiten Torrance Store,33.8322293,-118.3107152
7588,Sunrider International,33.8330515,-118.3124048
7589,Opus Music,33.836674,-118.3222457
7590,Ralphs Pharmacy,33.8299441,-118.3110348
7591,Depot Restaurant,33.8361084,-118.3144598
7592,Gelson's Market,34.0902513,-118.371122
7593,Crossroads Trading,34.0908768,-118.3707796
7594,Saddle Ranch Chop House,34.0956592,-118.3723546
7595,Hugo's Restaurant,34.0908386,-118.373085
7596,Barney's Beanery,34.0908493,-118.3746371
7597,Cabo Cantina,34.0967051,-118.3705116
7598,Carney's Restaurant,34.0959407,-118.3719095
7599,Marco's Trattoria,34.0905603,-118.3671407
7600,Pink Taco Sunset,34.09788990000001,-118.3688956
7601,The Home Depot,33.9767578,-118.4236826
7602,TOMS Corporate Office,33.9821589,-118.4162204
7603,Los Angeles Wine Company,33.9829381,-118.4236752
7604,StorQuest Self Storage,33.9772392,-118.419873
7605,HD Supply White Cap,33.9788544,-118.4197789
7606,Copypage Inc,33.978205,-118.4196055
7607,RadHaus LLC,33.9823611,-118.4265394
7608,Ronnie's Diner,33.9853191,-118.4250498
7609,Lenzini's Pizza,33.9856506,-118.4247074
7610,Cabbage Patch,33.9815327,-118.4146877
7611,Astro Pub,33.9771391,-118.4175837
7612,Urban Plates,33.9771391,-118.4175837
7613,Hopdoddy Burger Bar,33.9771716,-118.4174
7614,Taqueria,33.9771716,-118.4174
7615,The Office Lunch,33.9786101,-118.4182234
7616,N'ice Cream,33.9771391,-118.4175837
7617,Tomi Sushi,33.9853191,-118.4250498
7618,Cinemark Playa Vista and XD,33.9771716,-118.4174
7619,Da Kikokiko,33.9771391,-118.4175837
7620,Mrkt At The Reserve,33.9751481,-118.4259812
7621,Ralphs,34.2019702,-118.4321005
7622,STONE MART®,34.2017544,-118.4253468
7623,Logic Inc,34.1960273,-118.4292255
7624,Metro by T-Mobile,34.1942702,-118.430739
7625,All Valley Pawn,34.1936134,-118.4317582
7626,Rite Aid,34.2023978,-118.4321461
7627,iFix Appliances,34.19827110000001,-118.4260994
7628,Bathroom Vanities Wholesale,34.2009238,-118.4272175
7629,Firestar Tires,34.2014361,-118.4309257
7630,Rich Ink Tattoo,34.2009531,-118.4259511
7631,Subway,34.2007595,-118.4322851
7632,El Huarache Veloz,34.1943606,-118.4316924
7633,NORMS Restaurant,34.2009662,-118.4304013
7634,Khun Dang Thai Cuisine,34.200975,-118.426003
7635,Metapan Restaurant,34.20149809999999,-118.4392877
7636,McDonald's,34.2007793,-118.4315985
7637,Golden Bowl Teriyaki,34.2006726,-118.4322602
7638,The Drunken Crab,34.2007805,-118.4242968
7639,OMGarnachas,34.200379,-118.4322374
7640,YUMMY PIZZA & SHAWARMA,34.2014077,-118.4293396
7641,Hayk's Cake House,34.2018005,-118.4276049
7642,House Taco,34.2017978,-118.4277872
7643,Starbucks,33.8318543,-118.2975283
7644,Comic Cult,33.8319005,-118.2940002
7645,Race in Auto Sales,33.8319495,-118.3024606
7646,Rite Aid,33.8315524,-118.2992188
7647,N22 Pharmacy,33.8308436,-118.2925709
7648,Plaza Liquors,33.831241,-118.3054192
7649,D & M Tobacco,33.8316864,-118.2983257
7650,T-Mobile,33.8319153,-118.298509
7651,AutoZone Auto Parts,33.8319402,-118.3028602
7652,Torrance Electronics Inc,33.831724,-118.3054422
7653,Pizza Hut,33.83187,-118.2978025
7654,Fatburger,33.8322536,-118.292904
7655,La Placita Restaurant,33.8312222,-118.3054154
7656,Tacos El Gallito,33.832041,-118.2911
7657,Kantaro Sushi,33.8311371,-118.3053863
7658,WaBa Grill,33.8310888,-118.3072444
7659,Charo Chicken - Torrance,33.83203200000001,-118.298579
7660,China Bowl Express,33.8322049,-118.2978268
7661,Flame Broiler,33.8317814,-118.2986018
7662,"louisiana fried chicken, Louisiana Famous Fried Chicken",33.8322049,-118.2978268
7663,Miches De La Baja,33.8318508,-118.2966533
7664,Beethoven Market,34.0060855,-118.4464062
7665,Target,33.92183929999999,-118.3215379
7666,Lowe's Home Improvement,33.9220713,-118.3244604
7667,Interplastic Corporation,33.9202369,-118.3191088
7668,Target Mobile,33.92183929999999,-118.3215379
7669,PetSmart,33.9219671,-118.3232732
7670,Donut King Inc,33.9162312,-118.3183379
7671,USA Gasoline,33.916719,-118.326836
7672,Lydia Wigs & Beauty Supply,33.9159027,-118.3267043
7673,Subway,33.9159418,-118.3272316
7674,Chile Verde,33.9244913,-118.3243205
7675,Oh My Burger,33.9162054,-118.3172226
7676,Tottino's Pizza & Louisiana,33.916212,-118.3179989
7677,Ricos Tacos El Tio Inc,33.9161999,-118.3174053
7678,Pizza Hut Express,33.92183929999999,-118.3215379
7679,Mo Better Burgers South Bay,33.9168917,-118.3261572
7680,Waikiki Hawaiian Grill,33.9244884,-118.3242278
7681,Wendy's,33.9243226,-118.3252465
7682,Fabulous Grill on Crenshaw,33.915751,-118.3268236
7683,Mom's Donuts,33.915741,-118.3267522
7684,Orleans and York,33.91605690000001,-118.32723
7685,Woodley Optometry,34.1568426,-118.4831692
7686,A Mother's Haven,34.156041,-118.478162
7687,Aahs! The Ultimate Gift Store,34.1557526,-118.4812038
7688,Walgreens,34.1562089,-118.4839814
7689,Encino Care Pharmacy,34.1565152,-118.4819267
7690,Subway,34.1558781,-118.4830661
7691,Fresh Brothers Pizza Encino,34.1558781,-118.4830661
7692,Sola Japanese Izakaya Dining,34.1554984,-118.4803756
7693,South Bay BMW,33.8602894,-118.3513997
7694,Marshalls,33.8534432,-118.3525699
7695,Penske Cadillac of South Bay,33.861469,-118.351491
7696,Trader Joe's,33.8522499,-118.3532856
7697,Office Depot,33.8520216,-118.3523662
7698,Walmart Neighborhood Market,33.8552517,-118.3523128
7699,Sam Ash Music Stores,33.8596631,-118.353721
7700,Ross Dress for Less,33.8534432,-118.3525699
7701,David's Bridal,33.8489244,-118.3524498
7702,Yakult USA Inc,33.8491964,-118.3504468
7703,Praxair Distribution Inc,33.8567461,-118.3525392
7704,Walmart Pharmacy,33.8552517,-118.3523128
7705,The Vitamin Shoppe,33.8540748,-118.3533897
7706,Party City,33.8528049,-118.3531716
7707,Sunny Bay Pharmacy,33.8492235,-118.3488429
7708,Subway,33.8534432,-118.3525699
7709,NORMS Restaurant,33.8610755,-118.3529064
7710,El Pollo Loco,33.8564295,-118.3532944
7711,The Flame Broiler,33.8501163,-118.3532454
7712,TOGO'S Sandwiches,33.8501012,-118.3524726
7713,South Bay Village,33.8564295,-118.3532944
7714,McDonald's,33.857899,-118.354425
7715,Jersey Mike's Subs,33.850063,-118.3531105
7716,Al Italiano,34.2195328,-118.6444265
7717,Rite Aid,33.7753211,-118.3763615
7718,Pavilions,33.7755842,-118.3778814
7719,Baskin-Robbins,33.7749563,-118.3769184
7720,Fantastic Sams Cut & Color,33.7751478,-118.3753223
7721,T.J. Maxx,33.7746263,-118.377117
7722,Pavilions Pharmacy,33.7755842,-118.3778814
7723,La Salsa,33.7739633,-118.3763672
7724,Redbox,33.7755842,-118.3778814
7725,Pet Food Express,33.7767789,-118.3764235
7726,Rite Aid Pharmacy,33.7753211,-118.3763615
7727,Petco,33.77487,-118.37674
7728,AT&T Store,33.7751848,-118.3752947
7729,Ulta Beauty,33.7739455,-118.3760522
7730,Mayer's Bakery,33.7752268,-118.3775568
7731,The Habit Burger Grill,33.7761283,-118.375824
7732,Chipotle Mexican Grill,33.7761393,-118.3757891
7733,Inka Wasi,33.7757457,-118.3782941
7734,Fu Yuan Low,33.7751942,-118.3762852
7735,San Pedro Fish Market Grille,33.7759825,-118.3762291
7736,MOD Pizza,33.7760143,-118.3762805
7737,Jamba Juice,33.7748072,-118.3752341
7738,Chicken Maison,33.7742733,-118.3751913
7739,Pho Hana Restaurant & Tofu,33.77497100000001,-118.376386
7740,Pizza Hut,33.7742733,-118.3751913
7741,FleetPride,33.7801049,-118.2525253
7742,Regency usa inc,33.780572,-118.2589289
7743,Delta-9 T.H.C.,33.7802771,-118.2523452
7744,Maya Mexican Restaurant,33.7743432,-118.2622305
7745,Eat At Rudy's,33.7800802,-118.2561798
7746,El Pollo Lico Restaurant,33.7786709,-118.2620955
7747,Wingstop,33.7796292,-118.2634888
7748,Camino De Guanajuato Restaurant,33.7798162,-118.2640632
7749,Burlington,33.9302439,-118.3280246
7750,CVS,33.9296309,-118.3273003
7751,T-Mobile,33.9307209,-118.3268806
7752,Dollar Tree,33.9322069,-118.3247749
7753,dd's DISCOUNTS,33.930382,-118.322874
7754,General Discount,33.929454,-118.3247344
7755,Burlington - Baby Depot,33.9302439,-118.3280246
7756,CVS Pharmacy,33.9296309,-118.3273003
7757,CVS Photo,33.9296309,-118.3273003
7758,Certified Installers,33.928215,-118.3304194
7759,Rite Aid Pharmacy,33.9313839,-118.3247346
7760,Fallas Discount Stores,33.9296115,-118.3254545
7761,Rite Aid,33.9313839,-118.3247346
7762,The Girl Cave LA Crenshaw,33.9366017,-118.327012
7763,Subway,33.9296566,-118.3239185
7764,Papa John's Pizza,33.936386,-118.3269719
7765,Whitehurst,33.9311854,-118.3272408
7766,Chipotle Mexican Grill,33.9307557,-118.3255375
7767,Five Guys,33.9306562,-118.3254895
7768,Pizza Hut,33.9344482,-118.3268184
7769,KFC,33.9313683,-118.3256055
7770,Brolly Hut,33.9326465,-118.3269491
7771,Panda Express,33.9328992,-118.3264346
7772,McDonald's,33.9306783,-118.3252772
7773,Jack in the Box,33.9321774,-118.3253602
7774,Hong Express Louisiana Fried Chicken,33.9307209,-118.3268806
7775,NORMS Restaurant,33.930899,-118.3258835
7776,tacobell,33.9313683,-118.3256055
7777,Ono Hawaiian BBQ,33.9304899,-118.3255619
7778,Hibachi Buffet,33.9294762,-118.3240038
7779,Wings 2 Go,33.9361457,-118.3269719
7780,Diamond Supply Co,34.038747,-118.2949593
7781,Upholstery Shop,34.0328986,-118.30509
7782,ML Upholstery,34.0328986,-118.30509
7783,M.L marine upholstery,34.0329967,-118.3059657
7784,Orange Door Sushi,34.0322375,-118.2994911
7785,Rincon Hondureno,34.0325595,-118.2989759
7786,El Rincon,34.0326047,-118.2997303
7787,X-Tra Bionicos Allexis,34.0322333,-118.2963568
7788,El Chalateco,34.0325976,-118.2957466
7789,Jesse's Camarones Restaurant,34.0330468,-118.2940686
7790,El Rincon Usuluteco,34.032389,-118.305581
7791,El Migueleno,34.0349739,-118.2917635
7792,Jam'n Products,34.0035409,-118.1877806
7793,CAT Scale,34.0101231,-118.1912345
7794,SoNice Party Inc.,34.0035346,-118.1894773
7795,L.A. Lift Services,34.0008074,-118.1837028
7796,Harbor Light Restaurant-Market,33.7380002,-118.2682804
7797,Walgreens,34.257721,-118.5892357
7798,The UPS Store,34.2577162,-118.5813939
7799,AT&T Store,34.2582349,-118.5787715
7800,McDonald's,34.2569112,-118.5896004
7801,Trader Joe's,34.2582554,-118.5787951
7802,Kahoots Feed & Pet,34.2586738,-118.5789955
7803,Baskin-Robbins,34.2578524,-118.5788453
7804,Chevron Chatsworth,34.2569206,-118.58898
7805,Fantastic Sams Cut & Color,34.257914,-118.580984
7806,Hodacor Construction,34.2561013,-118.5872889
7807,All Ways Gaming,34.2568114,-118.5918799
7808,Chatsworth Upholstery,34.2569716,-118.5912742
7809,M&C Upholstery,34.2569716,-118.5912742
7810,Smart & Final,34.2584893,-118.5786583
7811,Subway Restaurants,34.2589961,-118.5794106
7812,Papa John's Pizza,34.2578395,-118.5882948
7813,Sizzler,34.2575568,-118.5813939
7814,Little Caesars Pizza,34.2589794,-118.5793194
7815,Flame Broiler,34.2590025,-118.5792282
7816,Mutsumi Sushi,34.2577637,-118.5905199
7817,Round Table Pizza,34.2579152,-118.5803338
7818,Burger King,34.2569191,-118.5877336
7819,Sharky's Woodfired Mexican Grill,34.25789779999999,-118.5784759
7820,Cafe Orient,34.2578702,-118.5805504
7821,House of Bread,34.2576085,-118.5801287
7822,Mother India Restaurant,34.2568114,-118.5918799
7823,Panda Express,34.2575488,-118.580482
7824,Cicek's Chicken,34.2579291,-118.5801705
7825,Mariscos La Barquita,34.2579244,-118.5809265
7826,Thai Valley,34.2568114,-118.5918799
7827,Hungry Ninja,34.2568114,-118.5918799
7828,IHOP,34.2575737,-118.5933569
7829,Metro by T-Mobile,33.95975060000001,-118.2447362
7830,Deli Doughnut House,33.9599856,-118.2449189
7831,Jose's Ice Cream,33.9619404,-118.2428437
7832,Boost Mobile,33.9599785,-118.2400603
7833,South City Market,33.9599431,-118.250401
7834,Adams Feed & Garden Supply Inc,33.9590169,-118.2475229
7835,Angie's Liquor,33.9603673,-118.2448966
7836,Hong Kong Bowl,33.9599824,-118.2449117
7837,UCLA Store,34.070418,-118.4441451
7838,UCLA Daily Bruin,34.070418,-118.4441451
7839,Hill Top Shop,34.0738975,-118.4499689
7840,UCLA Central Ticket Office,34.0702103,-118.4452885
7841,Sweetspot,34.0703788,-118.4442292
7842,Staymobile,34.070418,-118.4441451
7843,Kerckhoff Coffee House,34.070418,-118.4441451
7844,Rendezvous,34.0738975,-118.4499689
7845,De Neve Commons Residential Restaurant,34.0703263,-118.4501344
7846,Jamba UCLA,34.070418,-118.4441451
7847,FEAST at Rieber,34.0716799,-118.4514989
7848,Greenhouse,34.0703788,-118.4442292
7849,Wolfgang Puck Express,34.0703779,-118.4442056
7850,Taco Bell,34.070418,-118.4441451
7851,Yoshinoya UCLA,34.070418,-118.4441451
7852,Ucla Dining Services,34.0726243,-118.4520699
7853,Plateia,34.0693709,-118.4457082
7854,Kikka-Sushi,34.070418,-118.4441451
7855,Curbside,34.070376,-118.444225
7856,Art Center College of Design Student Store,34.1687088,-118.18513
7857,Best Buy,34.1884854,-118.3273599
7858,Nordstrom Rack Burbank Empire Center,34.1887453,-118.3289354
7859,Costco Wholesale,34.1853815,-118.3237647
7860,Lowe's Home Improvement,34.1895305,-118.332497
7861,Michaels,34.18856299999999,-118.3283874
7862,Krispy Kreme,34.1899963,-118.3269719
7863,Costco Hearing Center,34.1853815,-118.3237647
7864,Costco Vision Center,34.1853815,-118.3237647
7865,Marshalls,34.1892992,-118.3296895
7866,Ulta Beauty,34.1883645,-118.3267846
7867,Filmtools,34.1822175,-118.3269262
7868,Target Optical,34.1890295,-118.3306705
7869,Target,34.1890295,-118.3306705
7870,T.J. Maxx,34.1890989,-118.3292076
7871,David's Bridal,34.1907915,-118.3327253
7872,Men's Wearhouse,34.189437,-118.3269719
7873,The UPS Store,34.1839517,-118.3373827
7874,BevMo!,34.1909893,-118.3296043
7875,Olive Garden Italian Restaurant,34.1906114,-118.328981
7876,Outback Steakhouse,34.1907137,-118.329529
7877,Chili John's,34.1799987,-118.3337112
7878,HomeTown Buffet,34.1909414,-118.3305335
7879,Wendy's,34.1905636,-118.3278166
7880,Round Table Pizza,34.1843108,-118.3373612
7881,The Park Bar & Grill,34.1807215,-118.3329764
7882,Yalla Mediterranean,34.1911213,-118.329606
7883,Hook Burger,34.1911345,-118.3290452
7884,El Criollo Cuban Bar & Grill,34.1836525,-118.3223142
7885,Subway,34.1844043,-118.3373892
7886,Santoro's Submarine Sandwiches,34.1823681,-118.3279993
7887,Sharky's Woodfired Mexican Grill,34.1915671,-118.3292322
7888,Jamba Victory & Empire,34.1911429,-118.3287725
7889,Grain Lab Deli & Kitchen,34.1911502,-118.3288753
7890,Panda Express,34.1901245,-118.3271774
7891,Granada Restaurant,34.1841297,-118.3244017
7892,Pizza Hut Express,34.1890295,-118.3306705
7893,Isabella’s Italian kitchen,34.1827233,-118.3256248
7894,Cost Plus World Market,34.1537984,-118.4642238
7895,DSW Designer Shoe Warehouse,34.1558681,-118.4669773
7896,OTM Designs & Remodeling Inc.,34.1530652,-118.4658663
7897,Tabou Boutique and Gifts,34.1558681,-118.4669773
7898,Ben & Jerry’s,34.1558681,-118.4669773
7899,Earth 2 Comics,34.1530581,-118.4603456
7900,The Cheesecake Factory,34.1558681,-118.4669773
7901,P.F. Chang's,34.1558681,-118.4669773
7902,Subway Restaurants,34.1532615,-118.4614407
7903,Robbie Mac's Pizza,34.1643749,-118.4659168
7904,Famous Cafe Restaurant,34.1667455,-118.4661754
7905,Frida Mexican Cuisine - Sherman Oaks,34.1558681,-118.4669773
7906,Take Ten Deli & Grill,34.1533783,-118.464854
7907,Picante Peruvian cuisine,34.1524221,-118.4610028
7908,CVS,33.9458001,-118.3518106
7909,AutoZone Auto Parts,33.9438323,-118.3519932
7910,El Rincon Market,33.9408119,-118.3481353
7911,Metro by T-Mobile,33.9448971,-118.3531803
7912,CVS Pharmacy,33.9458001,-118.3518106
7913,CVS Photo,33.9458001,-118.3518106
7914,Cricket Wireless Authorized Retailer,33.9457208,-118.353089
7915,West Side Auto Sales & Leasing,33.9429202,-118.3520858
7916,Ganas Auto,33.9476027,-118.3531101
7917,Subway,33.9462014,-118.353089
7918,Puerto Escondido,33.942091,-118.3531118
7919,American Bar & Grill Restaurant,33.9450756,-118.3487869
7920,Pizza Hut,33.9462014,-118.353089
7921,Sumptuous African Restaurant,33.9476224,-118.3521243
7922,Golden Burger,33.9457208,-118.353089
7923,Yoshinoya Inglewood,33.9447368,-118.3528661
7924,Thai Plate Restaurant,33.9423693,-118.352954
7925,Chinatown Express,33.9447021,-118.3523585
7926,New Millennium Pizza,33.9458325,-118.3487973
7927,Piara Pizza,33.9451279,-118.3530738
7928,Louisiana Famous Fried Chicken,33.9456333,-118.3486972
7929,Galpin Honda,34.2728745,-118.4479348
7930,Central Market,34.278367,-118.435716
7931,StorQuest Self Storage,34.2721339,-118.4466799
7932,Chevron,34.2736112,-118.4484139
7933,Shell,34.2753016,-118.449144
7934,Mag-Trol Associates Inc,34.2791485,-118.4391052
7935,Ameritek Industries,34.2803908,-118.4450144
7936,Ganas Auto,34.2792706,-118.4368007
7937,Asumare Peruvian,34.280539,-118.4396888
7938,Central Pizza,34.2780336,-118.4357238
7939,Michaels,33.9443626,-118.3298466
7940,Marshalls,33.9440433,-118.3311251
7941,Sprint Store,33.9451495,-118.3306775
7942,Walgreens,33.9460362,-118.3302101
7943,Staples,33.9484037,-118.333227
7944,The Home Depot,33.948161,-118.3303497
7945,Starbucks,33.9458914,-118.3312646
7946,Baskin-Robbins,33.9458914,-118.3312646
7947,Daniel's Jewelers,33.944338,-118.3304898
7948,Chile Verde,33.9452722,-118.3303866
7949,Panda Express,33.9458914,-118.3312646
7950,El Pollo Loco,33.9457902,-118.3274015
7951,Flame Broiler,33.9452138,-118.3304031
7952,Son of A Vet Thrift Shop,34.083862,-118.1777492
7953,Shell,34.0858081,-118.1881919
7954,Public Storage,34.085489,-118.1867631
7955,Dollar Tree,34.0863718,-118.1866219
7956,El Sereno Market,34.0863371,-118.1789544
7957,Auto Glass 2000,34.0807764,-118.1931735
7958,El Serreno Fabrics,34.0832522,-118.1778711
7959,Sy Derin Co Inc,34.0855259,-118.1887631
7960,El Sereno Tire Service,34.0815533,-118.1906939
7961,Metro by T-Mobile,34.0862758,-118.1871414
7962,Lichas Flower Shop #2,34.0864482,-118.1860211
7963,Thai Beam Cuisine,34.0857281,-118.1782605
7964,Blazing Stone Pizza,34.0864833,-118.1877653
7965,Tamale Man,34.08409080000001,-118.1777949
7966,La Tapatia Meat Market,34.0842021,-118.1783646
7967,El Chalateco,34.0846062,-118.1782914
7968,Mariscos El Kora De Nayarit,34.0866567,-118.1781211
7969,Precision Hardwood Floors,34.0230091,-118.4493037
7970,Circle K,34.0204479,-118.444695
7971,Latin Directo,34.0210476,-118.4500599
7972,76 Auto Care,34.0204479,-118.444695
7973,El Torito,34.0218143,-118.4499177
7974,The Cutting Board,34.0200785,-118.450027
7975,Redbox,34.2008631,-118.4403829
7976,Valley Herbal Center,34.194292,-118.440231
7977,New Flow Plumbing Inc.,34.1925297,-118.4428839
7978,Maestro Bakery & Cafe's,34.1936953,-118.4392973
7979,Star Pharmacy,34.193689,-118.446885
7980,Home Top Construction & Design,34.1964998,-118.4492095
7981,Paraiso Kebab,34.2000673,-118.4477337
7982,McDonald's,34.1989236,-118.44913
7983,Big Mama's & Papa's Pizzeria - Van Nuys,34.201449,-118.4470906
7984,Sanctuary Studios,33.9365562,-118.3695103
7985,FedEx Ship Center,33.9325015,-118.3725552
7986,Grainger Industrial Supply,33.9376497,-118.3694427
7987,Public Storage,33.93449320000001,-118.3695946
7988,Walters Wholesale Electric Co.,33.9320249,-118.3726285
7989,Public Storage,33.7917324,-118.2579843
7990,True Rooter & Plumbing,33.7862749,-118.2612099
7991,Nick's Collectibles,33.7801305,-118.2633289
7992,Taqueria El Taco Loco,33.7909376,-118.2644106
7993,El Huarache Antojitos Mexicanos,33.7916894,-118.2636486
7994,La Paz Seafood,33.7875263,-118.2632832
7995,Lucky Star Chinese Fast Food,33.7908008,-118.2659326
7996,Tacos Super Gallito,33.7871469,-118.2634258
7997,McDonald's,34.2185289,-118.3698894
